"timeStamp","elapsed","label","responseCode","responseMessage","threadName","dataType","success","failureMessage","bytes","sentBytes","grpThreads","allThreads","URL","Latency","IdleTime","Connect"
"1656683846559","77","get_method","200","OK","Thread Group 1-16","text","true","","162","141","36","36","http://162.55.220.72:5005/get_method?name=&age=","77","0","38"
"1656683846553","91","get_method","200","OK","Thread Group 1-15","text","true","","162","141","37","37","http://162.55.220.72:5005/get_method?name=&age=","91","0","46"
"1656683846568","84","get_method","200","OK","Thread Group 1-18","text","true","","162","141","39","39","http://162.55.220.72:5005/get_method?name=&age=","83","0","43"
"1656683846564","97","get_method","200","OK","Thread Group 1-17","text","true","","162","141","43","43","http://162.55.220.72:5005/get_method?name=&age=","97","0","48"
"1656683846576","88","get_method","200","OK","Thread Group 1-20","text","true","","162","141","43","43","http://162.55.220.72:5005/get_method?name=&age=","88","0","43"
"1656683846576","88","get_method","200","OK","Thread Group 1-19","text","true","","162","141","43","43","http://162.55.220.72:5005/get_method?name=&age=","88","0","44"
"1656683846579","100","user_info_2","200","OK","Thread Group 1-1","text","true","","465","246","46","46","http://162.55.220.72:5005/user_info_2","100","0","45"
"1656683846584","95","user_info_2","200","OK","Thread Group 1-3","text","true","","465","246","46","46","http://162.55.220.72:5005/user_info_2","95","0","40"
"1656683846591","95","get_method","200","OK","Thread Group 1-25","text","true","","162","141","47","47","http://162.55.220.72:5005/get_method?name=&age=","95","0","42"
"1656683846588","98","get_method","200","OK","Thread Group 1-24","text","true","","162","141","47","47","http://162.55.220.72:5005/get_method?name=&age=","98","0","45"
"1656683846584","106","user_info_2","200","OK","Thread Group 1-4","text","true","","465","246","50","50","http://162.55.220.72:5005/user_info_2","106","0","49"
"1656683846585","105","get_method","200","OK","Thread Group 1-22","text","true","","162","141","50","50","http://162.55.220.72:5005/get_method?name=&age=","105","0","48"
"1656683846586","111","get_method","200","OK","Thread Group 1-23","text","true","","162","141","52","52","http://162.55.220.72:5005/get_method?name=&age=","111","0","47"
"1656683846598","103","get_method","200","OK","Thread Group 1-26","text","true","","162","141","53","53","http://162.55.220.72:5005/get_method?name=&age=","103","0","41"
"1656683846601","104","get_method","200","OK","Thread Group 1-27","text","true","","162","141","53","53","http://162.55.220.72:5005/get_method?name=&age=","104","0","38"
"1656683846584","121","get_method","200","OK","Thread Group 1-21","text","true","","162","141","53","53","http://162.55.220.72:5005/get_method?name=&age=","121","0","49"
"1656683846585","122","user_info_2","200","OK","Thread Group 1-5","text","true","","465","246","53","53","http://162.55.220.72:5005/user_info_2","121","0","48"
"1656683846590","117","user_info_2","200","OK","Thread Group 1-2","text","true","","465","246","53","53","http://162.55.220.72:5005/user_info_2","117","0","46"
"1656683846609","98","get_method","200","OK","Thread Group 1-30","text","true","","162","141","53","53","http://162.55.220.72:5005/get_method?name=&age=","98","0","37"
"1656683846602","108","user_info_2","200","OK","Thread Group 1-6","text","true","","465","246","53","53","http://162.55.220.72:5005/user_info_2","107","0","42"
"1656683846609","106","get_method","200","OK","Thread Group 1-29","text","true","","162","141","55","55","http://162.55.220.72:5005/get_method?name=&age=","106","0","40"
"1656683846623","95","get_method","200","OK","Thread Group 1-33","text","true","","162","141","56","56","http://162.55.220.72:5005/get_method?name=&age=","95","0","46"
"1656683846620","98","user_info_2","200","OK","Thread Group 1-10","text","true","","465","246","56","56","http://162.55.220.72:5005/user_info_2","98","0","41"
"1656683846601","117","get_method","200","OK","Thread Group 1-28","text","true","","162","141","56","56","http://162.55.220.72:5005/get_method?name=&age=","117","0","45"
"1656683846633","86","get_method","200","OK","Thread Group 1-35","text","true","","162","141","56","56","http://162.55.220.72:5005/get_method?name=&age=","86","0","41"
"1656683846623","96","user_info_2","200","OK","Thread Group 1-8","text","true","","465","246","56","56","http://162.55.220.72:5005/user_info_2","96","0","47"
"1656683846622","100","user_info_2","200","OK","Thread Group 1-9","text","true","","465","246","57","57","http://162.55.220.72:5005/user_info_2","100","0","49"
"1656683846633","98","get_method","200","OK","Thread Group 1-36","text","true","","162","141","60","60","http://162.55.220.72:5005/get_method?name=&age=","98","0","46"
"1656683846633","99","user_info_2","200","OK","Thread Group 1-11","text","true","","465","246","60","60","http://162.55.220.72:5005/user_info_2","99","0","46"
"1656683846633","100","user_info_2","200","OK","Thread Group 1-14","text","true","","465","246","60","60","http://162.55.220.72:5005/user_info_2","100","0","46"
"1656683846636","99","user_info_2","200","OK","Thread Group 1-16","text","true","","465","246","60","60","http://162.55.220.72:5005/user_info_2","99","0","48"
"1656683846627","113","get_method","200","OK","Thread Group 1-34","text","true","","162","141","62","62","http://162.55.220.72:5005/get_method?name=&age=","113","0","52"
"1656683846636","105","user_info_2","200","OK","Thread Group 1-13","text","true","","465","246","62","62","http://162.55.220.72:5005/user_info_2","105","0","43"
"1656683846644","97","user_info_2","200","OK","Thread Group 1-15","text","true","","465","246","62","62","http://162.55.220.72:5005/user_info_2","97","0","42"
"1656683846633","108","user_info_2","200","OK","Thread Group 1-7","text","true","","465","246","62","62","http://162.55.220.72:5005/user_info_2","108","0","46"
"1656683846627","115","get_method","200","OK","Thread Group 1-32","text","true","","162","141","62","62","http://162.55.220.72:5005/get_method?name=&age=","115","0","52"
"1656683846623","124","get_method","200","OK","Thread Group 1-31","text","true","","162","141","63","63","http://162.55.220.72:5005/get_method?name=&age=","124","0","56"
"1656683846633","115","user_info_2","200","OK","Thread Group 1-12","text","true","","465","246","64","64","http://162.55.220.72:5005/user_info_2","115","0","51"
"1656683846652","98","user_info_2","200","OK","Thread Group 1-18","text","true","","465","246","65","65","http://162.55.220.72:5005/user_info_2","98","0","40"
"1656683846643","107","get_method","200","OK","Thread Group 1-37","text","true","","162","141","65","65","http://162.55.220.72:5005/get_method?name=&age=","107","0","44"
"1656683846652","100","get_method","200","OK","Thread Group 1-41","text","true","","162","141","65","65","http://162.55.220.72:5005/get_method?name=&age=","100","0","43"
"1656683846649","108","get_method","200","OK","Thread Group 1-39","text","true","","162","141","66","66","http://162.55.220.72:5005/get_method?name=&age=","108","0","43"
"1656683846652","105","get_method","200","OK","Thread Group 1-40","text","true","","162","141","66","66","http://162.55.220.72:5005/get_method?name=&age=","105","0","42"
"1656683846647","114","get_method","200","OK","Thread Group 1-38","text","true","","162","141","68","68","http://162.55.220.72:5005/get_method?name=&age=","114","0","49"
"1656683846662","99","user_info_2","200","OK","Thread Group 1-17","text","true","","465","246","68","68","http://162.55.220.72:5005/user_info_2","99","0","43"
"1656683846662","99","get_method","200","OK","Thread Group 1-43","text","true","","162","141","68","68","http://162.55.220.72:5005/get_method?name=&age=","99","0","44"
"1656683846665","97","get_method","200","OK","Thread Group 1-44","text","true","","162","141","68","68","http://162.55.220.72:5005/get_method?name=&age=","97","0","45"
"1656683846664","105","user_info_2","200","OK","Thread Group 1-20","text","true","","465","246","69","69","http://162.55.220.72:5005/user_info_2","105","0","46"
"1656683846661","109","get_method","200","OK","Thread Group 1-42","text","true","","162","141","69","69","http://162.55.220.72:5005/get_method?name=&age=","109","0","49"
"1656683846679","91","get_method","200","OK","Thread Group 1-46","text","true","","162","141","69","69","http://162.55.220.72:5005/get_method?name=&age=","91","0","43"
"1656683846668","102","get_method","200","OK","Thread Group 1-45","text","true","","162","141","69","69","http://162.55.220.72:5005/get_method?name=&age=","102","0","43"
"1656683846664","106","user_info_2","200","OK","Thread Group 1-19","text","true","","465","246","69","69","http://162.55.220.72:5005/user_info_2","106","0","47"
"1656683846686","96","user_info_2","200","OK","Thread Group 1-25","text","true","","465","246","73","73","http://162.55.220.72:5005/user_info_2","96","0","47"
"1656683846679","103","user_info_3","200","OK","Thread Group 1-3","text","true","","371","246","73","73","http://162.55.220.72:5005/user_info_3","103","0","52"
"1656683846687","99","get_method","200","OK","Thread Group 1-48","text","true","","162","141","73","73","http://162.55.220.72:5005/get_method?name=&age=","99","0","46"
"1656683846681","105","get_method","200","OK","Thread Group 1-47","text","true","","162","141","73","73","http://162.55.220.72:5005/get_method?name=&age=","105","0","50"
"1656683846687","100","get_method","200","OK","Thread Group 1-49","text","true","","162","141","73","73","http://162.55.220.72:5005/get_method?name=&age=","100","0","46"
"1656683846679","115","user_info_3","200","OK","Thread Group 1-1","text","true","","371","246","75","75","http://162.55.220.72:5005/user_info_3","115","0","53"
"1656683846686","108","user_info_2","200","OK","Thread Group 1-24","text","true","","465","246","75","75","http://162.55.220.72:5005/user_info_2","108","0","47"
"1656683846690","104","user_info_2","200","OK","Thread Group 1-22","text","true","","465","246","75","75","http://162.55.220.72:5005/user_info_2","104","0","45"
"1656683846697","103","get_method","200","OK","Thread Group 1-52","text","true","","162","141","76","76","http://162.55.220.72:5005/get_method?name=&age=","103","0","44"
"1656683846689","112","get_method","200","OK","Thread Group 1-50","text","true","","162","141","76","76","http://162.55.220.72:5005/get_method?name=&age=","112","0","51"
"1656683846697","104","user_info_2","200","OK","Thread Group 1-23","text","true","","465","246","76","76","http://162.55.220.72:5005/user_info_2","104","0","44"
"1656683846697","109","get_method","200","OK","Thread Group 1-51","text","true","","162","141","78","78","http://162.55.220.72:5005/get_method?name=&age=","109","0","44"
"1656683846701","105","user_info_2","200","OK","Thread Group 1-26","text","true","","465","246","78","78","http://162.55.220.72:5005/user_info_2","105","0","44"
"1656683846690","117","user_info_3","200","OK","Thread Group 1-4","text","true","","371","246","79","79","http://162.55.220.72:5005/user_info_3","117","0","48"
"1656683846701","106","get_method","200","OK","Thread Group 1-53","text","true","","162","141","79","79","http://162.55.220.72:5005/get_method?name=&age=","106","0","47"
"1656683846705","102","user_info_2","200","OK","Thread Group 1-27","text","true","","465","246","79","79","http://162.55.220.72:5005/user_info_2","102","0","47"
"1656683846707","106","user_info_3","200","OK","Thread Group 1-2","text","true","","371","246","79","79","http://162.55.220.72:5005/user_info_3","105","0","45"
"1656683846715","98","user_info_2","200","OK","Thread Group 1-29","text","true","","465","246","79","79","http://162.55.220.72:5005/user_info_2","98","0","45"
"1656683846710","106","user_info_3","200","OK","Thread Group 1-6","text","true","","371","246","81","81","http://162.55.220.72:5005/user_info_3","106","0","50"
"1656683846707","109","user_info_3","200","OK","Thread Group 1-5","text","true","","371","246","81","81","http://162.55.220.72:5005/user_info_3","109","0","51"
"1656683846710","106","get_method","200","OK","Thread Group 1-54","text","true","","162","141","81","81","http://162.55.220.72:5005/get_method?name=&age=","106","0","50"
"1656683846718","98","user_info_3","200","OK","Thread Group 1-10","text","true","","371","246","81","81","http://162.55.220.72:5005/user_info_3","98","0","44"
"1656683846705","119","user_info_2","200","OK","Thread Group 1-21","text","true","","465","246","83","83","http://162.55.220.72:5005/user_info_2","119","0","55"
"1656683846710","114","get_method","200","OK","Thread Group 1-55","text","true","","162","141","83","83","http://162.55.220.72:5005/get_method?name=&age=","114","0","50"
"1656683846723","101","user_info_3","200","OK","Thread Group 1-9","text","true","","371","246","83","83","http://162.55.220.72:5005/user_info_3","101","0","46"
"1656683846707","117","user_info_2","200","OK","Thread Group 1-30","text","true","","465","246","83","83","http://162.55.220.72:5005/user_info_2","117","0","53"
"1656683846719","105","user_info_2","200","OK","Thread Group 1-35","text","true","","465","246","83","83","http://162.55.220.72:5005/user_info_2","105","0","46"
"1656683846718","107","user_info_2","200","OK","Thread Group 1-33","text","true","","465","246","83","83","http://162.55.220.72:5005/user_info_2","106","0","48"
"1656683846717","108","get_method","200","OK","Thread Group 1-56","text","true","","162","141","83","83","http://162.55.220.72:5005/get_method?name=&age=","107","0","48"
"1656683846719","114","user_info_3","200","OK","Thread Group 1-8","text","true","","371","246","84","84","http://162.55.220.72:5005/user_info_3","114","0","50"
"1656683846718","116","user_info_2","200","OK","Thread Group 1-28","text","true","","465","246","84","84","http://162.55.220.72:5005/user_info_2","116","0","51"
"1656683846724","110","get_method","200","OK","Thread Group 1-58","text","true","","162","141","84","84","http://162.55.220.72:5005/get_method?name=&age=","110","0","46"
"1656683846723","113","get_method","200","OK","Thread Group 1-57","text","true","","162","141","85","85","http://162.55.220.72:5005/get_method?name=&age=","113","0","47"
"1656683846733","104","user_info_3","200","OK","Thread Group 1-14","text","true","","371","246","86","86","http://162.55.220.72:5005/user_info_3","104","0","45"
"1656683846727","114","get_method","200","OK","Thread Group 1-60","text","true","","162","141","86","86","http://162.55.220.72:5005/get_method?name=&age=","114","0","51"
"1656683846727","114","get_method","200","OK","Thread Group 1-59","text","true","","162","141","86","86","http://162.55.220.72:5005/get_method?name=&age=","114","0","51"
"1656683846738","104","get_method","200","OK","Thread Group 1-61","text","true","","162","141","87","87","http://162.55.220.72:5005/get_method?name=&age=","104","0","44"
"1656683846741","101","user_info_3","200","OK","Thread Group 1-7","text","true","","371","246","87","87","http://162.55.220.72:5005/user_info_3","101","0","41"
"1656683846741","102","user_info_3","200","OK","Thread Group 1-15","text","true","","371","246","87","87","http://162.55.220.72:5005/user_info_3","102","0","41"
"1656683846741","104","user_info_2","200","OK","Thread Group 1-34","text","true","","465","246","88","88","http://162.55.220.72:5005/user_info_2","104","0","41"
"1656683846742","103","user_info_2","200","OK","Thread Group 1-32","text","true","","465","246","88","88","http://162.55.220.72:5005/user_info_2","103","0","44"
"1656683846732","114","user_info_2","200","OK","Thread Group 1-36","text","true","","465","246","89","89","http://162.55.220.72:5005/user_info_2","114","0","50"
"1656683846744","106","get_method","200","OK","Thread Group 1-63","text","true","","162","141","90","90","http://162.55.220.72:5005/get_method?name=&age=","106","0","42"
"1656683846747","103","user_info_2","200","OK","Thread Group 1-31","text","true","","465","246","90","90","http://162.55.220.72:5005/user_info_2","103","0","40"
"1656683846748","102","get_method","200","OK","Thread Group 1-64","text","true","","162","141","90","90","http://162.55.220.72:5005/get_method?name=&age=","102","0","43"
"1656683846732","118","user_info_3","200","OK","Thread Group 1-11","text","true","","371","246","90","90","http://162.55.220.72:5005/user_info_3","118","0","50"
"1656683846738","126","get_method","200","OK","Thread Group 1-62","text","true","","162","141","93","93","http://162.55.220.72:5005/get_method?name=&age=","126","0","48"
"1656683846741","123","user_info_3","200","OK","Thread Group 1-13","text","true","","371","246","93","93","http://162.55.220.72:5005/user_info_3","123","0","46"
"1656683846735","130","user_info_3","200","OK","Thread Group 1-16","text","true","","371","246","93","93","http://162.55.220.72:5005/user_info_3","130","0","52"
"1656683846748","117","user_info_3","200","OK","Thread Group 1-12","text","true","","371","246","93","93","http://162.55.220.72:5005/user_info_3","117","0","46"
"1656683846750","115","get_method","200","OK","Thread Group 1-65","text","true","","162","141","93","93","http://162.55.220.72:5005/get_method?name=&age=","115","0","49"
"1656683846758","107","get_method","200","OK","Thread Group 1-67","text","true","","162","141","93","93","http://162.55.220.72:5005/get_method?name=&age=","107","0","43"
"1656683846757","108","user_info_2","200","OK","Thread Group 1-40","text","true","","465","246","93","93","http://162.55.220.72:5005/user_info_2","108","0","43"
"1656683846752","113","user_info_2","200","OK","Thread Group 1-41","text","true","","465","246","93","93","http://162.55.220.72:5005/user_info_2","113","0","47"
"1656683846757","109","user_info_2","200","OK","Thread Group 1-39","text","true","","465","246","93","93","http://162.55.220.72:5005/user_info_2","109","0","44"
"1656683846750","116","user_info_3","200","OK","Thread Group 1-18","text","true","","371","246","93","93","http://162.55.220.72:5005/user_info_3","116","0","51"
"1656683846761","105","user_info_3","200","OK","Thread Group 1-17","text","true","","371","246","93","93","http://162.55.220.72:5005/user_info_3","105","0","46"
"1656683846761","110","get_method","200","OK","Thread Group 1-68","text","true","","162","141","94","94","http://162.55.220.72:5005/get_method?name=&age=","110","0","46"
"1656683846757","114","get_method","200","OK","Thread Group 1-66","text","true","","162","141","94","94","http://162.55.220.72:5005/get_method?name=&age=","114","0","49"
"1656683846761","117","user_info_2","200","OK","Thread Group 1-38","text","true","","465","246","97","97","http://162.55.220.72:5005/user_info_2","117","0","51"
"1656683846762","116","user_info_2","200","OK","Thread Group 1-43","text","true","","465","246","97","97","http://162.55.220.72:5005/user_info_2","116","0","50"
"1656683846772","106","get_method","200","OK","Thread Group 1-70","text","true","","162","141","97","97","http://162.55.220.72:5005/get_method?name=&age=","106","0","45"
"1656683846763","115","user_info_2","200","OK","Thread Group 1-44","text","true","","465","246","97","97","http://162.55.220.72:5005/user_info_2","115","0","50"
"1656683846750","129","user_info_2","200","OK","Thread Group 1-37","text","true","","465","246","97","97","http://162.55.220.72:5005/user_info_2","129","0","57"
"1656683846769","117","get_method","200","OK","Thread Group 1-69","text","true","","162","141","98","98","http://162.55.220.72:5005/get_method?name=&age=","117","0","48"
"1656683846770","120","user_info_3","200","OK","Thread Group 1-20","text","true","","371","246","99","99","http://162.55.220.72:5005/user_info_3","120","0","54"
"1656683846770","120","user_info_2","200","OK","Thread Group 1-46","text","true","","465","246","99","99","http://162.55.220.72:5005/user_info_2","120","0","47"
"1656683846770","121","user_info_2","200","OK","Thread Group 1-45","text","true","","465","246","99","99","http://162.55.220.72:5005/user_info_2","120","0","54"
"1656683846775","119","get_method","200","OK","Thread Group 1-71","text","true","","162","141","100","100","http://162.55.220.72:5005/get_method?name=&age=","119","0","49"
"1656683846770","124","user_info_2","200","OK","Thread Group 1-42","text","true","","465","246","100","100","http://162.55.220.72:5005/user_info_2","124","0","54"
"1656683846770","124","user_info_3","200","OK","Thread Group 1-19","text","true","","371","246","100","100","http://162.55.220.72:5005/user_info_3","124","0","54"
"1656683846782","116","user_info_3","200","OK","Thread Group 1-25","text","true","","371","246","101","101","http://162.55.220.72:5005/user_info_3","116","0","51"
"1656683846789","109","get_method","200","OK","Thread Group 1-74","text","true","","162","141","101","101","http://162.55.220.72:5005/get_method?name=&age=","108","0","45"
"1656683846787","112","user_info_2","200","OK","Thread Group 1-49","text","true","","465","246","102","102","http://162.55.220.72:5005/user_info_2","112","0","47"
"1656683846795","112","user_info_3","200","OK","Thread Group 1-24","text","true","","371","246","103","103","http://162.55.220.72:5005/user_info_3","112","0","42"
"1656683846791","116","get_method","200","OK","Thread Group 1-75","text","true","","162","141","103","103","http://162.55.220.72:5005/get_method?name=&age=","116","0","46"
"1656683846782","126","get_method","200","OK","Thread Group 1-73","text","true","","162","141","103","103","http://162.55.220.72:5005/get_method?name=&age=","125","0","52"
"1656683846786","122","user_info_2","200","OK","Thread Group 1-47","text","true","","465","246","104","104","http://162.55.220.72:5005/user_info_2","122","0","51"
"1656683846786","130","user_info_2","200","OK","Thread Group 1-48","text","true","","465","246","105","105","http://162.55.220.72:5005/user_info_2","130","0","48"
"1656683846796","120","get_method","200","OK","Thread Group 1-76","text","true","","162","141","105","105","http://162.55.220.72:5005/get_method?name=&age=","120","0","46"
"1656683846794","128","user_info_3","200","OK","Thread Group 1-22","text","true","","371","246","108","108","http://162.55.220.72:5005/user_info_3","128","0","48"
"1656683846778","144","get_method","200","OK","Thread Group 1-72","text","true","","162","141","108","108","http://162.55.220.72:5005/get_method?name=&age=","144","0","55"
"1656683846782","140","object_info_1","200","OK","Thread Group 1-3","text","true","","230","162","108","108","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","140","0","55"
"1656683846801","131","user_info_2","200","OK","Thread Group 1-50","text","true","","465","246","110","110","http://162.55.220.72:5005/user_info_2","131","0","49"
"1656683846794","138","object_info_1","200","OK","Thread Group 1-1","text","true","","230","162","110","110","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","138","0","49"
"1656683846805","127","get_method","200","OK","Thread Group 1-78","text","true","","162","141","110","110","http://162.55.220.72:5005/get_method?name=&age=","127","0","45"
"1656683846800","133","user_info_2","200","OK","Thread Group 1-52","text","true","","465","246","110","110","http://162.55.220.72:5005/user_info_2","133","0","50"
"1656683846807","126","user_info_2","200","OK","Thread Group 1-53","text","true","","465","246","110","110","http://162.55.220.72:5005/user_info_2","126","0","57"
"1656683846801","132","get_method","200","OK","Thread Group 1-77","text","true","","162","141","110","110","http://162.55.220.72:5005/get_method?name=&age=","132","0","51"
"1656683846807","126","get_method","200","OK","Thread Group 1-79","text","true","","162","141","110","110","http://162.55.220.72:5005/get_method?name=&age=","126","0","58"
"1656683846807","133","user_info_2","200","OK","Thread Group 1-51","text","true","","465","246","112","112","http://162.55.220.72:5005/user_info_2","133","0","58"
"1656683846807","134","object_info_1","200","OK","Thread Group 1-4","text","true","","230","162","112","112","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","134","0","58"
"1656683846813","134","user_info_3","200","OK","Thread Group 1-29","text","true","","371","246","113","113","http://162.55.220.72:5005/user_info_3","134","0","52"
"1656683846816","132","object_info_1","200","OK","Thread Group 1-5","text","true","","230","162","113","113","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","131","0","49"
"1656683846817","131","object_info_1","200","OK","Thread Group 1-10","text","true","","230","162","113","113","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","131","0","48"
"1656683846801","163","user_info_3","200","OK","Thread Group 1-23","text","true","","371","246","118","118","http://162.55.220.72:5005/user_info_3","162","0","63"
"1656683846807","157","user_info_3","200","OK","Thread Group 1-27","text","true","","371","246","118","118","http://162.55.220.72:5005/user_info_3","157","0","58"
"1656683846815","149","get_method","200","OK","Thread Group 1-81","text","true","","162","141","118","118","http://162.55.220.72:5005/get_method?name=&age=","149","0","50"
"1656683846813","151","object_info_1","200","OK","Thread Group 1-2","text","true","","230","162","118","118","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","151","0","52"
"1656683846816","149","object_info_1","200","OK","Thread Group 1-6","text","true","","230","162","118","118","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","149","0","50"
"1656683846813","152","get_method","200","OK","Thread Group 1-80","text","true","","162","141","118","118","http://162.55.220.72:5005/get_method?name=&age=","152","0","52"
"1656683846820","145","get_method","200","OK","Thread Group 1-82","text","true","","162","141","118","118","http://162.55.220.72:5005/get_method?name=&age=","145","0","46"
"1656683846807","163","user_info_3","200","OK","Thread Group 1-26","text","true","","371","246","120","120","http://162.55.220.72:5005/user_info_3","163","0","59"
"1656683846816","158","user_info_2","200","OK","Thread Group 1-54","text","true","","465","246","120","120","http://162.55.220.72:5005/user_info_2","158","0","55"
"1656683846829","145","get_method","200","OK","Thread Group 1-84","text","true","","162","141","120","120","http://162.55.220.72:5005/get_method?name=&age=","144","0","50"
"1656683846825","161","user_info_2","200","OK","Thread Group 1-56","text","true","","465","246","123","123","http://162.55.220.72:5005/user_info_2","161","0","54"
"1656683846823","164","get_method","200","OK","Thread Group 1-83","text","true","","162","141","123","123","http://162.55.220.72:5005/get_method?name=&age=","164","0","56"
"1656683846824","164","user_info_3","200","OK","Thread Group 1-35","text","true","","371","246","123","123","http://162.55.220.72:5005/user_info_3","164","0","55"
"1656683846834","154","user_info_3","200","OK","Thread Group 1-28","text","true","","371","246","123","123","http://162.55.220.72:5005/user_info_3","154","0","52"
"1656683846834","155","user_info_2","200","OK","Thread Group 1-58","text","true","","465","246","123","123","http://162.55.220.72:5005/user_info_2","154","0","52"
"1656683846837","157","object_info_1","200","OK","Thread Group 1-14","text","true","","230","162","125","125","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","157","0","49"
"1656683846841","155","user_info_2","200","OK","Thread Group 1-59","text","true","","465","246","126","126","http://162.55.220.72:5005/user_info_2","155","0","45"
"1656683846824","173","object_info_1","200","OK","Thread Group 1-9","text","true","","230","162","126","126","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","173","0","62"
"1656683846833","164","object_info_1","200","OK","Thread Group 1-8","text","true","","230","162","126","126","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","164","0","53"
"1656683846835","163","get_method","200","OK","Thread Group 1-85","text","true","","162","141","126","126","http://162.55.220.72:5005/get_method?name=&age=","163","0","55"
"1656683846841","157","user_info_2","200","OK","Thread Group 1-60","text","true","","465","246","126","126","http://162.55.220.72:5005/user_info_2","157","0","49"
"1656683846843","158","object_info_1","200","OK","Thread Group 1-15","text","true","","230","162","128","128","http://162.55.220.72:5005/object_info_1?name=Maryna&age=27&weight=50","158","0","51"
"1656683846836","165","user_info_2","200","OK","Thread Group 1-57","text","true","","465","246","128","128","http://162.55.220.72:5005/user_info_2","165","0","54"
"1656683846850","153","user_info_2","200","OK","Thread Group 1-64","text","true","","465","246","128","128","http://162.55.220.72:5005/user_info_2","153","0","47"
"1656683846825","179","user_info_3","200","OK","Thread Group 1-33","text","true","","371","246","128","128","http://162.55.220.72:5005/user_info_3","179","0","61"
"1656683846850","164","user_info_2","200","OK","Thread Group 1-63","text","true","","465","246","130","130","http://162.55.220.72:5005/user_info_2","164","0","47"
"1656683846842","172","get_method","200","OK","Thread Group 1-87","text","true","","162","141","130","130","http://162.55.220.72:5005/get_method?name=&age=","172","0","52"
"1656683846824","200","user_info_3","200","OK","Thread Group 1-21","text","true","","371","246","132","132","http://162.55.220.72:5005/user_info_3","200","0","62"
"1656683846824","200","user_info_2","200","OK","Thread Group 1-55","text","true","","465","246","132","132","http://162.55.220.72:5005/user_info_2","200","0","66"
"1656683846837","188","get_method","200","OK","Thread Group 1-86","text","true","","162","141","132","132","http://162.55.220.72:5005/get_method?name=&age=","188","0","53"
"1656683846824","201","user_info_3","200","OK","Thread Group 1-30","text","true","","371","246","134","134","http://162.55.220.72:5005/user_info_3","201","0","62"
"1656683846850","178","get_method","200","OK","Thread Group 1-90","text","true","","162","141","134","134","http://162.55.220.72:5005/get_method?name=&age=","178","0","47"
"1656683846845","184","user_info_3","200","OK","Thread Group 1-34","text","true","","371","246","135","135","http://162.55.220.72:5005/user_info_3","184","0","52"
"1656683846842","187","user_info_2","200","OK","Thread Group 1-61","text","true","","465","246","135","135","http://162.55.220.72:5005/user_info_2","187","0","52"
